PollingUnitID,State,LGA,Ward,ElectionYear,RegisteredVoters,PartyAVotes,PartyBVotes,PartyCVotes,TotalVotesCast,Turnout Percentage,AnomalyFlag,MergeKey,LGA.1,State.1,ElectionYear.1,IncidentCount,AvgSeverityScore,AnomalyIndicator
PU172,Abuja,AMAC,Ward H,2023,1130,585,540,40,1165,103.1,Over-voting,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU173,Lagos,Eti-Osa,Ward J,2023,610,315,290,30,635,104.1,Over-voting,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU174,Kano,Fagge,Ward H,2023,700,360,335,30,725,103.57,Over-voting,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU175,Rivers,Port Harcourt,Ward K,2023,970,505,460,40,1005,103.61,Over-voting,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU176,Abuja,Bwari,Ward I,2023,1030,535,490,40,1065,103.4,Over-voting,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU177,Lagos,Surulere,Ward I,2023,600,310,290,25,625,104.17,Over-voting,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU178,Kano,Nassarawa,Ward J,2023,850,445,405,35,885,104.12,Over-voting,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU179,Rivers,Obio/Akpor,Ward N,2023,910,475,440,30,945,103.85,Over-voting,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU180,Abuja,AMAC,Ward I,2023,1150,595,550,40,1185,103.04,Over-voting,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU181,Lagos,Eti-Osa,Ward K,2023,620,320,295,30,645,104.03,Over-voting,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU182,Kano,Fagge,Ward I,2023,710,365,340,30,735,103.52,Over-voting,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU183,Rivers,Port Harcourt,Ward L,2023,980,510,465,40,1015,103.57,Over-voting,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU184,Abuja,Bwari,Ward J,2023,1040,540,495,40,1075,103.37,Over-voting,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU185,Lagos,Surulere,Ward J,2023,610,315,295,25,635,104.1,Over-voting,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU186,Kano,Nassarawa,Ward K,2023,860,450,410,35,895,104.07,Over-voting,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU187,Rivers,Obio/Akpor,Ward O,2023,920,480,445,30,955,103.8,Over-voting,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU188,Abuja,AMAC,Ward J,2023,1160,600,555,40,1195,103.02,Over-voting,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU189,Lagos,Eti-Osa,Ward L,2023,630,325,300,30,655,103.97,Over-voting,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU190,Kano,Fagge,Ward J,2023,720,370,345,30,745,103.47,Over-voting,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU191,Rivers,Port Harcourt,Ward M,2023,990,515,470,40,1025,103.54,Over-voting,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU192,Abuja,Bwari,Ward K,2023,1050,545,500,40,1085,103.33,Over-voting,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU193,Lagos,Surulere,Ward K,2023,620,320,300,25,645,104.03,Over-voting,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU194,Kano,Nassarawa,Ward L,2023,870,455,415,35,905,104.02,Over-voting,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU195,Rivers,Obio/Akpor,Ward P,2023,930,485,450,30,965,103.76,Over-voting,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU196,Abuja,AMAC,Ward K,2023,1170,605,560,40,1205,102.99,Over-voting,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU197,Lagos,Eti-Osa,Ward M,2023,640,330,305,30,665,103.91,Over-voting,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU198,Kano,Fagge,Ward K,2023,730,375,350,30,755,103.42,Over-voting,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU199,Rivers,Port Harcourt,Ward N,2023,1000,520,475,40,1035,103.5,Over-voting,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU200,Abuja,Bwari,Ward L,2023,1060,550,505,40,1095,103.3,Over-voting,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU201,Lagos,Surulere,Ward L,2023,630,315,295,20,630,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU202,Kano,Nassarawa,Ward M,2023,880,440,410,30,880,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU203,Rivers,Obio/Akpor,Ward Q,2023,940,470,445,25,940,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU204,Abuja,AMAC,Ward L,2023,1180,590,555,35,1180,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU205,Lagos,Eti-Osa,Ward N,2023,650,325,300,25,650,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU206,Kano,Fagge,Ward L,2023,740,370,345,25,740,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU207,Rivers,Port Harcourt,Ward O,2023,1010,505,470,35,1010,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU208,Abuja,Bwari,Ward M,2023,1070,535,500,35,1070,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU209,Lagos,Surulere,Ward M,2023,640,320,300,20,640,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU210,Kano,Nassarawa,Ward N,2023,890,445,415,30,890,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU211,Rivers,Obio/Akpor,Ward R,2023,950,475,450,25,950,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU212,Abuja,AMAC,Ward M,2023,1190,595,560,35,1190,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU213,Lagos,Eti-Osa,Ward O,2023,660,330,305,25,660,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU214,Kano,Fagge,Ward M,2023,750,375,350,25,750,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU215,Rivers,Port Harcourt,Ward P,2023,1020,510,475,35,1020,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU216,Abuja,Bwari,Ward N,2023,1080,540,505,35,1080,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU217,Lagos,Surulere,Ward N,2023,650,325,305,20,650,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU218,Kano,Nassarawa,Ward O,2023,900,450,420,30,900,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU219,Rivers,Obio/Akpor,Ward S,2023,960,480,455,25,960,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU220,Abuja,AMAC,Ward N,2023,1200,600,565,35,1200,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU221,Lagos,Eti-Osa,Ward P,2023,670,335,310,25,670,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU222,Kano,Fagge,Ward N,2023,760,380,355,25,760,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU223,Rivers,Port Harcourt,Ward Q,2023,1030,515,480,35,1030,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU224,Abuja,Bwari,Ward O,2023,1090,545,510,35,1090,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU225,Lagos,Surulere,Ward O,2023,660,330,310,20,660,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU226,Kano,Nassarawa,Ward P,2023,910,455,425,30,910,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU227,Rivers,Obio/Akpor,Ward T,2023,970,485,460,25,970,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU228,Abuja,AMAC,Ward O,2023,1210,605,570,35,1210,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU229,Lagos,Eti-Osa,Ward Q,2023,680,340,315,25,680,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU230,Kano,Fagge,Ward O,2023,770,385,360,25,770,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU231,Rivers,Port Harcourt,Ward R,2023,1040,520,485,35,1040,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU232,Abuja,Bwari,Ward P,2023,1100,550,515,35,1100,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU233,Lagos,Surulere,Ward P,2023,670,335,315,20,670,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU234,Kano,Nassarawa,Ward Q,2023,920,460,430,30,920,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU235,Rivers,Obio/Akpor,Ward U,2023,980,490,465,25,980,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU236,Abuja,AMAC,Ward P,2023,1220,610,575,35,1220,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU237,Lagos,Eti-Osa,Ward R,2023,690,345,320,25,690,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU238,Kano,Fagge,Ward P,2023,780,390,365,25,780,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU239,Rivers,Port Harcourt,Ward S,2023,1050,525,490,35,1050,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU240,Abuja,Bwari,Ward Q,2023,1110,555,520,35,1110,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU241,Lagos,Surulere,Ward Q,2023,680,340,320,20,680,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU242,Kano,Nassarawa,Ward R,2023,930,465,435,30,930,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU243,Rivers,Obio/Akpor,Ward V,2023,990,495,470,25,990,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU244,Abuja,AMAC,Ward Q,2023,1230,615,580,35,1230,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU245,Lagos,Eti-Osa,Ward S,2023,700,350,325,25,700,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU246,Kano,Fagge,Ward Q,2023,790,395,370,25,790,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU247,Rivers,Port Harcourt,Ward T,2023,1060,530,495,35,1060,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU248,Abuja,Bwari,Ward R,2023,1120,560,525,35,1120,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU249,Lagos,Surulere,Ward R,2023,690,345,325,20,690,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU250,Kano,Nassarawa,Ward S,2023,940,470,440,30,940,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU251,Rivers,Obio/Akpor,Ward W,2023,1000,500,475,25,1000,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU252,Abuja,AMAC,Ward R,2023,1240,620,585,35,1240,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU253,Lagos,Eti-Osa,Ward T,2023,710,355,330,25,710,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU254,Kano,Fagge,Ward R,2023,800,400,375,25,800,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU255,Rivers,Port Harcourt,Ward U,2023,1070,535,500,35,1070,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU256,Abuja,Bwari,Ward S,2023,1130,565,530,35,1130,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU257,Lagos,Surulere,Ward S,2023,700,350,330,20,700,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU258,Kano,Nassarawa,Ward T,2023,950,475,445,30,950,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU259,Rivers,Obio/Akpor,Ward X,2023,1010,505,480,25,1010,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU260,Abuja,AMAC,Ward S,2023,1250,625,590,35,1250,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU261,Lagos,Eti-Osa,Ward U,2023,720,360,335,25,720,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU262,Kano,Fagge,Ward S,2023,810,405,380,25,810,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU263,Rivers,Port Harcourt,Ward V,2023,1080,540,505,35,1080,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU264,Abuja,Bwari,Ward T,2023,1140,570,535,35,1140,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU265,Lagos,Surulere,Ward T,2023,710,355,335,20,710,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU266,Kano,Nassarawa,Ward U,2023,960,480,450,30,960,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU267,Rivers,Obio/Akpor,Ward Y,2023,1020,510,485,25,1020,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU268,Abuja,AMAC,Ward T,2023,1260,630,595,35,1260,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU269,Lagos,Eti-Osa,Ward V,2023,730,365,340,25,730,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU270,Kano,Fagge,Ward T,2023,820,410,385,25,820,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU271,Rivers,Port Harcourt,Ward W,2023,1090,545,510,35,1090,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU272,Abuja,Bwari,Ward U,2023,1150,575,540,35,1150,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU273,Lagos,Surulere,Ward U,2023,720,360,340,20,720,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU274,Kano,Nassarawa,Ward V,2023,970,485,455,30,970,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU275,Rivers,Obio/Akpor,Ward Z,2023,1030,515,490,25,1030,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU276,Abuja,AMAC,Ward U,2023,1270,635,600,35,1270,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU277,Lagos,Eti-Osa,Ward W,2023,740,370,345,25,740,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU278,Kano,Fagge,Ward U,2023,830,415,390,25,830,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU279,Rivers,Port Harcourt,Ward X,2023,1100,550,515,35,1100,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU280,Abuja,Bwari,Ward V,2023,1160,580,545,35,1160,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU281,Lagos,Surulere,Ward V,2023,730,365,345,20,730,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU282,Kano,Nassarawa,Ward W,2023,980,490,460,30,980,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU283,Rivers,Obio/Akpor,Ward AA,2023,1040,520,495,25,1040,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU284,Abuja,AMAC,Ward V,2023,1280,640,605,35,1280,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU285,Lagos,Eti-Osa,Ward X,2023,750,375,350,25,750,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU286,Kano,Fagge,Ward V,2023,840,420,395,25,840,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU287,Rivers,Port Harcourt,Ward Y,2023,1110,555,520,35,1110,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU288,Abuja,Bwari,Ward W,2023,1170,585,550,35,1170,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU289,Lagos,Surulere,Ward W,2023,740,370,350,20,740,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU290,Kano,Nassarawa,Ward X,2023,990,495,465,30,990,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU291,Rivers,Obio/Akpor,Ward AB,2023,1050,525,500,25,1050,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU292,Abuja,AMAC,Ward W,2023,1290,645,610,35,1290,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU293,Lagos,Eti-Osa,Ward Y,2023,760,380,355,25,760,100,Perfect Turnout,Eti-Osa-Lagos-2023,Eti-Osa,Lagos,2023,12,3.833333333,1
PU294,Kano,Fagge,Ward W,2023,850,425,400,25,850,100,Perfect Turnout,Fagge-Kano-2023,Fagge,Kano,2023,12,4.833333333,1
PU295,Rivers,Port Harcourt,Ward Z,2023,1120,560,525,35,1120,100,Perfect Turnout,Port Harcourt-Rivers-2023,Port Harcourt,Rivers,2023,13,4.769230769,1
PU296,Abuja,Bwari,Ward X,2023,1180,590,555,35,1180,100,Perfect Turnout,Bwari-Abuja-2023,Bwari,Abuja,2023,12,4,1
PU297,Lagos,Surulere,Ward X,2023,750,375,355,20,750,100,Perfect Turnout,Surulere-Lagos-2023,Surulere,Lagos,2023,13,4.692307692,1
PU298,Kano,Nassarawa,Ward Y,2023,1000,500,470,30,1000,100,Perfect Turnout,Nassarawa-Kano-2023,Nassarawa,Kano,2023,13,4.769230769,1
PU299,Rivers,Obio/Akpor,Ward AC,2023,1060,530,505,25,1060,100,Perfect Turnout,Obio/Akpor-Rivers-2023,Obio/Akpor,Rivers,2023,12,4.833333333,1
PU300,Abuja,AMAC,Ward X,2023,1300,650,615,35,1300,100,Perfect Turnout,AMAC-Abuja-2023,AMAC,Abuja,2023,12,3,1
PU301,Lagos,Surulere,Ward Y,2019,530,260,240,15,525,99.06,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU302,Kano,Nassarawa,Ward Z,2019,810,400,370,25,805,99.38,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU303,Rivers,Obio/Akpor,Ward AD,2019,890,440,415,20,885,99.44,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU304,Abuja,AMAC,Ward Y,2019,1180,580,545,30,1175,99.58,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU305,Lagos,Eti-Osa,Ward Z,2019,620,310,280,20,615,99.19,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU306,Kano,Fagge,Ward X,2019,680,340,315,20,675,99.26,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU307,Rivers,Port Harcourt,Ward AA,2019,960,480,445,30,955,99.48,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU308,Abuja,Bwari,Ward Y,2019,1020,510,475,30,1015,99.51,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU309,Lagos,Surulere,Ward Z,2019,560,280,260,15,555,99.11,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU310,Kano,Nassarawa,Ward AA,2019,830,415,385,25,825,99.4,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU311,Rivers,Obio/Akpor,Ward AE,2019,900,450,425,20,895,99.44,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU312,Abuja,AMAC,Ward Z,2019,1190,595,560,30,1185,99.58,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU313,Lagos,Eti-Osa,Ward AA,2019,630,315,285,20,625,99.21,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU314,Kano,Fagge,Ward Y,2019,690,345,320,20,685,99.28,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU315,Rivers,Port Harcourt,Ward AB,2019,970,485,450,30,965,99.48,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU316,Abuja,Bwari,Ward Z,2019,1030,515,480,30,1025,99.51,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU317,Lagos,Surulere,Ward AB,2019,570,285,265,15,565,99.12,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU318,Kano,Nassarawa,Ward AB,2019,840,420,390,25,835,99.4,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU319,Rivers,Obio/Akpor,Ward AF,2019,910,455,430,20,905,99.45,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU320,Abuja,AMAC,Ward AA,2019,1200,600,565,30,1195,99.58,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU321,Lagos,Eti-Osa,Ward AB,2019,640,320,290,20,635,99.22,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU322,Kano,Fagge,Ward Z,2019,700,350,325,20,695,99.29,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU323,Rivers,Port Harcourt,Ward AC,2019,980,490,455,30,975,99.49,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU324,Abuja,Bwari,Ward AA,2019,1040,520,485,30,1035,99.52,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU325,Lagos,Surulere,Ward AC,2019,580,290,270,15,575,99.14,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU326,Kano,Nassarawa,Ward AC,2019,850,425,395,25,845,99.41,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU327,Rivers,Obio/Akpor,Ward AG,2019,920,460,435,20,915,99.46,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU328,Abuja,AMAC,Ward AB,2019,1210,605,570,30,1205,99.59,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU329,Lagos,Eti-Osa,Ward AC,2019,650,325,295,20,645,99.23,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU330,Kano,Fagge,Ward AA,2019,710,355,330,20,705,99.3,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU331,Rivers,Port Harcourt,Ward AD,2019,990,495,460,30,985,99.49,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU332,Abuja,Bwari,Ward AB,2019,1050,525,490,30,1045,99.52,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
PU333,Lagos,Surulere,Ward AD,2019,590,295,275,15,585,99.15,Normal,Surulere-Lagos-2019,Surulere,Lagos,2019,14,3.785714286,0
PU334,Kano,Nassarawa,Ward AD,2019,860,430,400,25,855,99.42,Normal,Nassarawa-Kano-2019,Nassarawa,Kano,2019,14,3.785714286,0
PU335,Rivers,Obio/Akpor,Ward AH,2019,930,465,440,20,925,99.46,Normal,Obio/Akpor-Rivers-2019,Obio/Akpor,Rivers,2019,12,3.916666667,0
PU336,Abuja,AMAC,Ward AC,2019,1220,610,575,30,1215,99.59,Normal,AMAC-Abuja-2019,AMAC,Abuja,2019,12,2,0
PU337,Lagos,Eti-Osa,Ward AD,2019,660,330,300,20,655,99.24,Normal,Eti-Osa-Lagos-2019,Eti-Osa,Lagos,2019,12,2.416666667,0
PU338,Kano,Fagge,Ward AB,2019,720,360,335,20,715,99.31,Normal,Fagge-Kano-2019,Fagge,Kano,2019,12,3.833333333,0
PU339,Rivers,Port Harcourt,Ward AE,2019,1000,500,465,30,995,99.5,Normal,Port Harcourt-Rivers-2019,Port Harcourt,Rivers,2019,13,4.307692308,0
PU340,Abuja,Bwari,Ward AC,2019,1060,530,495,30,1055,99.53,Normal,Bwari-Abuja-2019,Bwari,Abuja,2019,12,3,0
